Instance|Question|Answer|Label
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#What did they create at the computer and print?#the check	1
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#Who appeared to be under 30?#bar customer	1
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#Who appeared to be under 30?#the bartender	0
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#What did they create at the computer#a menu	0
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#What did they create at the computer#the check	1
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#What did they created and print?#a copy of their guest's license	0
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#What did they created and print?#a check for their guest	1
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#When was the check printed?#before the order	0
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#When was the check printed?#after the order	1
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#When did they ask for identification?#before he served the guest	1
I am at work . I have a guest sit at the bar . The ordered themselves a beer . I check that he is of age , and that his license is valid . I then go to the beer cooler , and grab a nice cold mug , and fill it up with beer . I place a napkin down and set the beer on top in front of the bar guest . I present him the check and tell him no rush , whenever he is ready . He then places his cash with the receipt . I go to cash him out , offer to be right back with his change , and he responds with , " Keep the change " . I like nights like this .#When did they ask for identification?#after he served the guest	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#When did they decide whether or not to use the Flash?#After getting the whole tree in the picture	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#When did they decide whether or not to use the Flash?#When about ready to take the photo.	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#Or he would use flash if the area was?#light	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#Or he would use flash if the area was?#dark	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#when did the person want the tree as the main subject?#When they saw the tree.	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#when did the person want the tree as the main subject?#after taking the photo	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What was the picture of the big tree for?#Personal enjoyment.	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What was the picture of the big tree for?#The camera	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What was the tree?#A mango tree.	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What was the tree?#A big green pine tree.	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What was the main subject?#A big green pine tree.	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What was the main subject?#camera	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#When is a good time to use the Flash?#At night, or low light environments..	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#When is a good time to use the Flash?#During the day.	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What did they use if it was dark?#The photagrapher would use a flash.	1
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What did they use if it was dark?#photo	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What did they want a picture of?#something unnatural	0
I wanted to take a photograph of something natural . So I decided to go out side and see what I could take a picture of . After a while I saw a big green pine tree full of birds and squirrels running around . I took my camera out of the bag , turned it on , and made some adjustments so the light was just right for the photo . I made sure the whole tree came out , so I stood far back . I turned the flash off because it was in the daytime . I looked through the viewfinder on the camera to see how the photo will look and I made sure everything that I wanted to come out did come out . I waited for the right moment and clicked the button , SNAP ! The photo was perfect , it was just what I had imagined it would look like . I made sure to save it so that I can print it out later .#What did they want a picture of?#something natural	1
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#What did they make?#a decision to move in together	1
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#What did they make?#a date	0
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#Where are they living?#With parents.	0
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#Where are they living?#in the new flat	1
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#When did they decide it was a great decision?#When living with their parents	0
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#When did they decide it was a great decision?#When they bought the apartment	1
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#When did they start looking for a flat?#after they had been together almost 6 months	1
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#When did they start looking for a flat?#Right after university	0
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#What was a great decision?#Continuing to live with parents	0
After I finished university , I wanted to move out on my own . I waited a while and lived with my parents for a few months . I was n't too happy with that situation though because I wanted freedom , I wanted to be able to meet people , go out at night , lay on the couch and watch TV all day if that 's what I felt like doing .  I started dating my boyfriend and we had been together for almost six months when we made the decision to move in together .  All the apartments we saw were either terrible or beautiful but incredibly expensive . Eventually we found what that was beautiful , spacious and looked perfect for us and it was priced very well . So we took the leap and we decided to buy the flat .#What was a great decision?#They bought the flat	1
Sometimes I really hate visiting the doctor . But at the same time I feel good because if anything is wrong with me the doctor will be able to help . When I think I 'm either sick or just to make sure I 'm healthy I make a doctor appointment . When it 's 20 minutes before it 's time for my appointment , I leave my house to go . Once I get to the doctor office I find a place to park . I walk inside the doctor 's office and check in with the receptionist . Once they call my name I go straight to the scale to get weighed , I always hate this part . Then the nurse takes me to the room , takes my blood pressure and asks why I 'm there . I 'm only there to check my cholesterol since last time I had it checked it was high . The doctor then comes in to talk about my last results and says that we will check it again today and then call him back in 3 months if it 's high to talk about my options . After that is done I go to the check out window and pay my copay for my visit .#Where do they get blood drawn?#at the doctor's office	1
Sometimes I really hate visiting the doctor . But at the same time I feel good because if anything is wrong with me the doctor will be able to help . When I think I 'm either sick or just to make sure I 'm healthy I make a doctor appointment . When it 's 20 minutes before it 's time for my appointment , I leave my house to go . Once I get to the doctor office I find a place to park . I walk inside the doctor 's office and check in with the receptionist . Once they call my name I go straight to the scale to get weighed , I always hate this part . Then the nurse takes me to the room , takes my blood pressure and asks why I 'm there . I 'm only there to check my cholesterol since last time I had it checked it was high . The doctor then comes in to talk about my last results and says that we will check it again today and then call him back in 3 months if it 's high to talk about my options . After that is done I go to the check out window and pay my copay for my visit .#Where do they get blood drawn?#at the dentist	0
